,DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_VOTO_EM_TRANSITO,QT_VOTOS_NOMINAIS
397877,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24058,EXU,79,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,39
398567,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26239,VERTENTES,46,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,102
399290,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23078,ÁGUA PRETA,38,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,421
399986,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,6,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,2348
400021,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,100,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,2568
400024,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23000,QUIXABA,98,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,43
400055,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23078,ÁGUA PRETA,38,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,20
400749,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24570,JABOATÃO DOS GUARARAPES,101,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,1844
401448,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25232,POÇÃO,55,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,43
401470,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23752,CAPOEIRAS,130,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,27
402180,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25810,SERTÂNIA,62,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,67
402190,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,26255,VICÊNCIA,90,1,Presidente,280000602500,51,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,51,PATRI,Patriota,280000050072,PARTIDO ISOLADO,PATRI,4,NÃO ELEITO,N,196
402219,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25097,PASSIRA,91,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,48
406496,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24910,OLINDA,10,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,1663
406497,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25836,SIRINHAÉM,26,1,Presidente,280000607640,30,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO AMOÊDO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,30,NOVO,Partido Novo,280000050199,PARTIDO ISOLADO,NOVO,4,NÃO ELEITO,N,47
416366,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24678,JUREMA,94,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,59
419308,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23000,QUIXABA,98,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,9
419311,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25453,SALOÁ,136,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,42
420051,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25038,PANELAS,47,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,97
422996,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24074,FEIRA NOVA,135,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,64
424515,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23205,ARAÇOIABA,85,1,Presidente,280000622281,15,HENRIQUE DE CAMPOS MEIRELLES,HENRIQUE MEIRELLES,#NULO#,12,APTO,2,DEFERIDO,Coligação,15,MDB,Movimento Democrático Brasileiro,280000050592,ESSA É A SOLUÇÃO,MDB / PHS,4,NÃO ELEITO,N,73
448863,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24392,INAJÁ,63,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,18
448867,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23051,AGRESTINA,86,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,6
451747,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23850,CEDRO,76,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,1
451748,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,6,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,43
477945,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24872,MORENO,14,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,15
485251,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25119,PAUDALHO,17,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,10
485260,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25313,RECIFE,9,1,Presidente,280000601173,16,VERA LUCIA PEREIRA DA SILVA SALGADO,VERA,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,16,PSTU,Partido Socialista dos Trabalhadores Unificado,280000050040,PARTIDO ISOLADO,PSTU,4,NÃO ELEITO,N,49
543263,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24490,ITAÍBA,143,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,17
543954,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25011,PALMEIRINA,59,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,6
543979,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23817,CARUARU,106,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,194
543996,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23280,TAMANDARÉ,26,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,12
544684,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25674,SÃO JOSÉ DA COROA GRANDE,42,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,7
544691,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23337,BELO JARDIM,45,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,71
544719,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24473,ITACURUBA,73,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,2
545406,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23051,AGRESTINA,86,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,17
545446,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24279,GRAVATÁ,30,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,80
546162,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23558,BUÍQUE,60,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,33
546894,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25259,POMBOS,102,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,28
547616,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24570,JABOATÃO DOS GUARARAPES,147,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,179
548335,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23027,LAGOA DO CARRO,20,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,22
549079,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25658,SÃO JOAQUIM DO MONTE,132,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,12
549785,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24791,MACAPARANA,90,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,20
549803,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24694,LAGOA DE ITAENGA,135,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,4
550538,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25194,PETROLÂNDIA,70,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,17
550541,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24937,OROBÓ,33,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,22
551262,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23299,BELÉM DE MARIA,43,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,7
551972,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25992,TAQUARITINGA DO NORTE,51,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,46
552696,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24236,GOIANA,25,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,70
552700,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25712,SÃO JOSÉ DO EGITO,68,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,22
552732,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24775,LIMOEIRO,24,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,84
553435,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23108,SANTA CRUZ,82,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,3
553440,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23167,CARNAUBEIRA DA PENHA,69,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,12
553451,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25976,ITAMBÉ,27,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,10
553465,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,23655,CALÇADO,94,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,2
554162,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24414,INGAZEIRA,50,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,1
554171,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,25593,SÃO BENTO DO UNA,52,1,Presidente,280000618462,19,ALVARO FERNANDES DIAS,ALVARO DIAS,#NULO#,12,APTO,2,DEFERIDO,Coligação,19,PODE,Podemos,280000050478,MUDANÇA DE VERDADE,PODE / PRP / PSC / PTC,4,NÃO ELEITO,N,28
555626,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24058,EXU,79,1,Presidente,280000624085,27,JOSE MARIA EYMAEL,EYMAEL,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,27,DC,Democracia Cristã,280000050639,PARTIDO ISOLADO,DC,4,NÃO ELEITO,N,3
555647,11/09/2022,04:50:46,2018,2,Eleição Ordinária,1,295,ELEIÇÃO GERAL FEDERAL 2018,07/10/2018,F,PE,BR,BRASIL,24210,GLÓRIA DO GOITÁ,21,1,Presidente,280000624085,27,JOSE MARIA EYMAEL,EYMAEL,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,27,DC,Democracia Cristã,280000050639,PARTIDO ISOLADO,DC,4,NÃO ELEITO,N,4
